# DEGENERATE GEOMETRY CSV FILE

# NUMBER OF COMPONENTS
2

# DegenGeom Type, Name, SurfNdx, GeomID, MainSurfNdx, SymCopyNdx, FlipNormal,t00,t01,t02,t03,t10,t11,t12,t13,t20,t21,t22,t23,t30,t31,t32,t33
LIFTING_SURFACE,airfoil,0,BQBDEAYISZ,0,0,1,1.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 1.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 1.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 1.000000000000000000e+00
# DegenGeom Type,nXsecs, nPnts/Xsec
SURFACE_NODE,51,33
# x,y,z,u,w
7.063168868669213174e-02, 0.000000000000000000e+00, -4.102622366349178290e-02, 1.000000000000000000e+00, 1.827739635619072267e+00
3.325716707950946566e-02, 0.000000000000000000e+00, -2.978768948359520469e-02, 1.000000000000000000e+00, 1.904044169930654951e+00
9.105466852720416407e-03, 0.000000000000000000e+00, -1.634097235530980116e-02, 1.000000000000000000e+00, 1.958266880232111484e+00
0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 1.000000000000000000e+00, 2.000000000000000000e+00
9.105466852720477122e-03, 0.000000000000000000e+00, 1.634097235530985667e-02, 1.000000000000000000e+00, 2.041733119767888294e+00
3.325716707950983342e-02, 0.000000000000000000e+00, 2.978768948359534693e-02, 1.000000000000000000e+00, 2.095955830069344827e+00
7.063168868669278400e-02, 0.000000000000000000e+00, 4.102622366349194249e-02, 1.000000000000000000e+00, 2.172260364380927733e+00
1.231822059876354347e-01, 0.000000000000000000e+00, 5.030629628982139639e-02, 1.000000000000000000e+00, 2.276535875536843889e+00
1.929544147415275246e-01, 0.000000000000000000e+00, 5.693819367278634552e-02, 1.000000000000000000e+00, 2.413466350417201589e+00
2.802784782198689539e-01, 0.000000000000000000e+00, 5.992790782121117099e-02, 1.000000000000000000e+00, 2.584161237591246607e+00
3.823958924482775412e-01, 0.000000000000000000e+00, 5.862014707261094942e-02, 1.000000000000000000e+00, 2.783663390284290440e+00
4.930126061988915342e-01, 0.000000000000000000e+00, 5.325383886421888868e-02, 1.000000000000000000e+00, 3.000000000000000000e+00
6.034544052447333717e-01, 0.000000000000000000e+00, 4.501420335157077512e-02, 1.000000000000000000e+00, 3.216336609715709116e+00
7.051444693743733616e-01, 0.000000000000000000e+00, 3.552767908314800188e-02, 1.000000000000000000e+00, 3.415838762408752949e+00
7.920342840921981153e-01, 0.000000000000000000e+00, 2.624122301500989365e-02, 1.000000000000000000e+00, 3.586533649582798411e+00
8.616579226668741320e-01, 0.000000000000000000e+00, 1.808627112944306836e-02, 1.000000000000000000e+00, 3.723464124463156111e+00
9.146281694674017748e-01, 0.000000000000000000e+00, 1.146506287955843112e-02, 1.000000000000000000e+00, 3.827739635619072267e+00
9.533600357523813740e-01, 0.000000000000000000e+00, 6.388813408783333703e-03, 1.000000000000000000e+00, 3.904044169930655173e+00
9.808667972515470179e-01, 0.000000000000000000e+00, 2.658214393806626087e-03, 1.000000000000000000e+00, 3.958266880232111262e+00
1.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 1.000000000000000000e+00, 4.000000000000000000e+00
1.000000000000000000e+00, 3.999999999999999389e-02, 0.000000000000000000e+00, 1.199999999999999956e+00, 0.000000000000000000e+00
9.808750549107154715e-01, 3.999999999999999389e-02, -2.568660666548061057e-03, 1.199999999999999956e+00, 4.173311976788848798e-02
9.533809054442070607e-01, 3.999999999999999389e-02, -6.173527461136924487e-03, 1.199999999999999956e+00, 9.595583006934514658e-02
9.146682003572947917e-01, 3.999999999999999389e-02, -1.107860767610676332e-02, 1.199999999999999956e+00, 1.722603643809275942e-01
8.617266086277661774e-01, 3.999999999999999389e-02, -1.747643486409196020e-02, 1.199999999999999956e+00, 2.765358755368440558e-01
7.921445914423179691e-01, 3.999999999999999389e-02, -2.535615784591360028e-02, 1.199999999999999956e+00, 4.134663504172013671e-01
7.053127052747563130e-01, 3.999999999999999389e-02, -3.432937147664728156e-02, 1.199999999999999956e+00, 5.841612375912467181e-01
6.036987448497539432e-01, 3.999999999999999389e-02, -4.349642025070150908e-02, 1.199999999999999956e+00, 7.836633902842906618e-01
4.933500667930988959e-01, 3.999999999999999389e-02, -5.146092602563176466e-02, 1.199999999999999956e+00, 1.000000000000000000e+00
3.828373042456483244e-01, 3.999999999999999389e-02, -5.665417447976216908e-02, 1.199999999999999956e+00, 1.216336609715709338e+00
2.808222526354650084e-01, 3.999999999999999389e-02, -5.793413644689641984e-02, 1.199999999999999956e+00, 1.415838762408753171e+00
1.935818515591050393e-01, 3.999999999999999389e-02, -5.507278182627529939e-02, 1.199999999999999956e+00, 1.586533649582798633e+00
1.238573320927824073e-01, 3.999999999999999389e-02, -4.870294435118689702e-02, 1.199999999999999956e+00, 1.723464124463156111e+00
7.130227747623416046e-02, 3.999999999999999389e-02, -3.978551167299283070e-02, 1.199999999999999956e+00, 1.827739635619072267e+00
3.384751369544247712e-02, 3.999999999999998002e-02, -2.898555860500057896e-02, 1.199999999999999956e+00, 1.904044169930654951e+00
9.469711881674834283e-03, 3.999999999999999389e-02, -1.604268794708680126e-02, 1.199999999999999956e+00, 1.958266880232111484e+00
0.000000000000000000e+00, 3.999999999999999389e-02, 0.000000000000000000e+00, 1.199999999999999956e+00, 2.000000000000000000e+00
9.469711881674822140e-03, 3.999999999999999389e-02, 1.604268794708680473e-02, 1.199999999999999956e+00, 2.041733119767888294e+00
3.384751369544275468e-02, 3.999999999999999389e-02, 2.898555860500068304e-02, 1.199999999999999956e+00, 2.095955830069344827e+00
7.130227747623466006e-02, 3.999999999999999389e-02, 3.978551167299295560e-02, 1.199999999999999956e+00, 2.172260364380927733e+00
1.238573320927830318e-01, 3.999999999999999389e-02, 4.870294435118698029e-02, 1.199999999999999956e+00, 2.276535875536843889e+00
1.935818515591055111e-01, 3.999999999999999389e-02, 5.507278182627531327e-02, 1.199999999999999956e+00, 2.413466350417201589e+00
2.808222526354655080e-01, 3.999999999999999389e-02, 5.793413644689640596e-02, 1.199999999999999956e+00, 2.584161237591246607e+00
3.828373042456489350e-01, 3.999999999999999389e-02, 5.665417447976214826e-02, 1.199999999999999956e+00, 2.783663390284290440e+00
4.933500667930992289e-01, 3.999999999999999389e-02, 5.146092602563172996e-02, 1.199999999999999956e+00, 3.000000000000000000e+00
6.036987448497543873e-01, 3.999999999999999389e-02, 4.349642025070149520e-02, 1.199999999999999956e+00, 3.216336609715709116e+00
7.053127052747564241e-01, 3.999999999999999389e-02, 3.432937147664723299e-02, 1.199999999999999956e+00, 3.415838762408752949e+00
7.921445914423179691e-01, 3.999999999999999389e-02, 2.535615784591360722e-02, 1.199999999999999956e+00, 3.586533649582798411e+00
8.617266086277659554e-01, 3.999999999999999389e-02, 1.747643486409197408e-02, 1.199999999999999956e+00, 3.723464124463156111e+00
9.146682003572917941e-01, 3.999999999999999389e-02, 1.107860767610695414e-02, 1.199999999999999956e+00, 3.827739635619072267e+00
9.533809054442009545e-01, 3.999999999999999389e-02, 6.173527461137257553e-03, 1.199999999999999956e+00, 3.904044169930655173e+00
9.808750549107108085e-01, 3.999999999999999389e-02, 2.568660666548337745e-03, 1.199999999999999956e+00, 3.958266880232111262e+00
1.000000000000000000e+00, 3.999999999999999389e-02, 0.000000000000000000e+00, 1.199999999999999956e+00, 4.000000000000000000e+00
1.000000000000000000e+00, 7.999999999999998779e-02, 0.000000000000000000e+00, 1.399999999999999911e+00, 0.000000000000000000e+00
9.808833125698779298e-01, 7.999999999999998779e-02, -2.479106939289914529e-03, 1.399999999999999911e+00, 4.173311976788848798e-02
9.534017751360247539e-01, 7.999999999999998779e-02, -5.958241513491035687e-03, 1.399999999999999911e+00, 9.595583006934514658e-02
9.147082312471841448e-01, 7.999999999999998779e-02, -1.069215247265536961e-02, 1.399999999999999911e+00, 1.722603643809275942e-01
8.617952945886582228e-01, 7.999999999999998779e-02, -1.686659859874085551e-02, 1.399999999999999911e+00, 2.765358755368440558e-01
7.922548987924378228e-01, 7.999999999999998779e-02, -2.447109267681729997e-02, 1.399999999999999911e+00, 4.134663504172013671e-01
7.054809411751394865e-01, 7.999999999999998779e-02, -3.313106387014648491e-02, 1.399999999999999911e+00, 5.841612375912467181e-01
6.039430844547751809e-01, 7.999999999999998779e-02, -4.197863714983221528e-02, 1.399999999999999911e+00, 7.836633902842906618e-01
4.936875273873067571e-01, 7.999999999999998779e-02, -4.966801318704459206e-02, 1.399999999999999911e+00, 1.000000000000000000e+00
3.832787160430198847e-01, 7.999999999999998779e-02, -5.468820188691336098e-02, 1.399999999999999911e+00, 1.216336609715709338e+00
2.813660270510617289e-01, 7.999999999999998779e-02, -5.594036507258164787e-02, 1.399999999999999911e+00, 1.415838762408753171e+00
1.942092883766830813e-01, 7.999999999999998779e-02, -5.320736997976427407e-02, 1.399999999999999911e+00, 1.586533649582798633e+00
1.245324581979301154e-01, 7.999999999999998779e-02, -4.709959241255250173e-02, 1.399999999999999911e+00, 1.723464124463156111e+00
7.197286626577618918e-02, 7.999999999999998779e-02, -3.854479968249387156e-02, 1.399999999999999911e+00, 1.827739635619072267e+00
3.443786031137548165e-02, 7.999999999999996003e-02, -2.818342772640594629e-02, 1.399999999999999911e+00, 1.904044169930654951e+00
9.833956910629252160e-03, 7.999999999999998779e-02, -1.574440353886380137e-02, 1.399999999999999911e+00, 1.958266880232111484e+00
0.000000000000000000e+00, 7.999999999999998779e-02, 0.000000000000000000e+00, 1.399999999999999911e+00, 2.000000000000000000e+00
9.833956910629167159e-03, 7.999999999999998779e-02, 1.574440353886375626e-02, 1.399999999999999911e+00, 2.041733119767888294e+00
3.443786031137566900e-02, 7.999999999999998779e-02, 2.818342772640602609e-02, 1.399999999999999911e+00, 2.095955830069344827e+00
7.197286626577653612e-02, 7.999999999999998779e-02, 3.854479968249396871e-02, 1.399999999999999911e+00, 2.172260364380927733e+00
1.245324581979306289e-01, 7.999999999999998779e-02, 4.709959241255255724e-02, 1.399999999999999911e+00, 2.276535875536843889e+00
1.942092883766834421e-01, 7.999999999999998779e-02, 5.320736997976428101e-02, 1.399999999999999911e+00, 2.413466350417201589e+00
2.813660270510621175e-01, 7.999999999999998779e-02, 5.594036507258164093e-02, 1.399999999999999911e+00, 2.584161237591246607e+00
3.832787160430203288e-01, 7.999999999999998779e-02, 5.468820188691334017e-02, 1.399999999999999911e+00, 2.783663390284290440e+00
4.936875273873070347e-01, 7.999999999999998779e-02, 4.966801318704456430e-02, 1.399999999999999911e+00, 3.000000000000000000e+00
6.039430844547752919e-01, 7.999999999999998779e-02, 4.197863714983222222e-02, 1.399999999999999911e+00, 3.216336609715709116e+00
7.054809411751393755e-01, 7.999999999999998779e-02, 3.313106387014647103e-02, 1.399999999999999911e+00, 3.415838762408752949e+00
7.922548987924378228e-01, 7.999999999999998779e-02, 2.447109267681732425e-02, 1.399999999999999911e+00, 3.586533649582798411e+00
8.617952945886580007e-01, 7.999999999999998779e-02, 1.686659859874087980e-02, 1.399999999999999911e+00, 3.723464124463156111e+00
9.147082312471817023e-01, 7.999999999999998779e-02, 1.069215247265547543e-02, 1.399999999999999911e+00, 3.827739635619072267e+00
9.534017751360206461e-01, 7.999999999999998779e-02, 5.958241513491182272e-03, 1.399999999999999911e+00, 3.904044169930655173e+00
9.808833125698747102e-01, 7.999999999999998779e-02, 2.479106939290048970e-03, 1.399999999999999911e+00, 3.958266880232111262e+00
1.000000000000000000e+00, 7.999999999999998779e-02, 0.000000000000000000e+00, 1.399999999999999911e+00, 4.000000000000000000e+00
1.000000000000000000e+00, 1.200000000000000233e-01, 0.000000000000000000e+00, 1.600000000000000089e+00, 0.000000000000000000e+00
9.808915702290403882e-01, 1.200000000000000233e-01, -2.389553212031768001e-03, 1.600000000000000089e+00, 4.173311976788848798e-02
9.534226448278424471e-01, 1.200000000000000233e-01, -5.742955565845147756e-03, 1.600000000000000089e+00, 9.595583006934514658e-02
9.147482621370732758e-01, 1.200000000000000233e-01, -1.030569726920397416e-02, 1.600000000000000089e+00, 1.722603643809275942e-01
8.618639805495502682e-01, 1.200000000000000233e-01, -1.625676233338974735e-02, 1.600000000000000089e+00, 2.765358755368440558e-01
7.923652061425577875e-01, 1.200000000000000233e-01, -2.358602750772099965e-02, 1.600000000000000089e+00, 4.134663504172013671e-01
7.056491770755226600e-01, 1.200000000000000233e-01, -3.193275626364569519e-02, 1.600000000000000089e+00, 5.841612375912467181e-01
6.041874240597964185e-01, 1.200000000000000233e-01, -4.046085404896292148e-02, 1.600000000000000089e+00, 7.836633902842906618e-01
4.940249879815146739e-01, 1.200000000000000233e-01, -4.787510034845741946e-02, 1.600000000000000089e+00, 1.000000000000000000e+00
3.837201278403915561e-01, 1.200000000000000233e-01, -5.272222929406454595e-02, 1.600000000000000089e+00, 1.216336609715709338e+00
2.819098014666584495e-01, 1.200000000000000233e-01, -5.394659369826688283e-02, 1.600000000000000089e+00, 1.415838762408753171e+00
1.948367251942611234e-01, 1.200000000000000233e-01, -5.134195813325324875e-02, 1.600000000000000089e+00, 1.586533649582798633e+00
1.252075843030778235e-01, 1.200000000000000233e-01, -4.549624047391809256e-02, 1.600000000000000089e+00, 1.723464124463156111e+00
7.264345505531821789e-02, 1.200000000000000233e-01, -3.730408769199491936e-02, 1.600000000000000089e+00, 1.827739635619072267e+00
3.502820692730849311e-02, 1.199999999999999956e-01, -2.738129684781132056e-02, 1.600000000000000089e+00, 1.904044169930654951e+00
1.019820193958367177e-02, 1.200000000000000233e-01, -1.544611913064080147e-02, 1.600000000000000089e+00, 1.958266880232111484e+00
0.000000000000000000e+00, 1.200000000000000233e-01, 0.000000000000000000e+00, 1.600000000000000089e+00, 2.000000000000000000e+00
1.019820193958351391e-02, 1.200000000000000233e-01, 1.544611913064070779e-02, 1.600000000000000089e+00, 2.041733119767888294e+00
3.502820692730858332e-02, 1.200000000000000233e-01, 2.738129684781136219e-02, 1.600000000000000089e+00, 2.095955830069344827e+00
7.264345505531841218e-02, 1.200000000000000233e-01, 3.730408769199497487e-02, 1.600000000000000089e+00, 2.172260364380927733e+00
1.252075843030782121e-01, 1.200000000000000233e-01, 4.549624047391814807e-02, 1.600000000000000089e+00, 2.276535875536843889e+00
1.948367251942614287e-01, 1.200000000000000233e-01, 5.134195813325324875e-02, 1.600000000000000089e+00, 2.413466350417201589e+00
2.819098014666586716e-01, 1.200000000000000233e-01, 5.394659369826686202e-02, 1.600000000000000089e+00, 2.584161237591246607e+00
3.837201278403916671e-01, 1.200000000000000233e-01, 5.272222929406453901e-02, 1.600000000000000089e+00, 2.783663390284290440e+00
4.940249879815147294e-01, 1.200000000000000233e-01, 4.787510034845740559e-02, 1.600000000000000089e+00, 3.000000000000000000e+00
6.041874240597963075e-01, 1.200000000000000233e-01, 4.046085404896294230e-02, 1.600000000000000089e+00, 3.216336609715709116e+00
7.056491770755223270e-01, 1.200000000000000233e-01, 3.193275626364569519e-02, 1.600000000000000089e+00, 3.415838762408752949e+00
7.923652061425574544e-01, 1.200000000000000233e-01, 2.358602750772103435e-02, 1.600000000000000089e+00, 3.586533649582798411e+00
8.618639805495498241e-01, 1.200000000000000233e-01, 1.625676233338978899e-02, 1.600000000000000089e+00, 3.723464124463156111e+00
9.147482621370718325e-01, 1.200000000000000233e-01, 1.030569726920399672e-02, 1.600000000000000089e+00, 3.827739635619072267e+00
9.534226448278402266e-01, 1.200000000000000233e-01, 5.742955565845106990e-03, 1.600000000000000089e+00, 3.904044169930655173e+00
9.808915702290383898e-01, 1.200000000000000233e-01, 2.389553212031760628e-03, 1.600000000000000089e+00, 3.958266880232111262e+00
1.000000000000000000e+00, 1.200000000000000233e-01, 0.000000000000000000e+00, 1.600000000000000089e+00, 4.000000000000000000e+00
1.000000000000000000e+00, 1.600000000000000311e-01, 0.000000000000000000e+00, 1.800000000000000044e+00, 0.000000000000000000e+00
9.808998278882026245e-01, 1.600000000000000311e-01, -2.299999484773621906e-03, 1.800000000000000044e+00, 4.173311976788848798e-02
9.534435145196603623e-01, 1.600000000000000311e-01, -5.527669618199258957e-03, 1.800000000000000044e+00, 9.595583006934514658e-02
9.147882930269625179e-01, 1.600000000000000311e-01, -9.919242065752578719e-03, 1.800000000000000044e+00, 1.722603643809275942e-01
8.619326665104423135e-01, 1.600000000000000311e-01, -1.564692606803864267e-02, 1.800000000000000044e+00, 2.765358755368440558e-01
7.924755134926777522e-01, 1.600000000000000311e-01, -2.270096233862469587e-02, 1.800000000000000044e+00, 4.134663504172013671e-01
7.058174129759058335e-01, 1.600000000000000311e-01, -3.073444865714489854e-02, 1.800000000000000044e+00, 5.841612375912467181e-01
6.044317636648175451e-01, 1.600000000000000311e-01, -3.894307094809362768e-02, 1.800000000000000044e+00, 7.836633902842906618e-01
4.943624485757226461e-01, 1.600000000000000311e-01, -4.608218750987023993e-02, 1.800000000000000044e+00, 1.000000000000000000e+00
3.841615396377631164e-01, 1.600000000000000311e-01, -5.075625670121573785e-02, 1.800000000000000044e+00, 1.216336609715709338e+00
2.824535758822551701e-01, 1.600000000000000311e-01, -5.195282232395211086e-02, 1.800000000000000044e+00, 1.415838762408753171e+00
1.954641620118391931e-01, 1.600000000000000311e-01, -4.947654628674221650e-02, 1.800000000000000044e+00, 1.586533649582798633e+00
1.258827104082255455e-01, 1.600000000000000311e-01, -4.389288853528369727e-02, 1.800000000000000044e+00, 1.723464124463156111e+00
7.331404384486024661e-02, 1.600000000000000311e-01, -3.606337570149596716e-02, 1.800000000000000044e+00, 1.827739635619072267e+00
3.561855354324150458e-02, 1.599999999999999756e-01, -2.657916596921668789e-02, 1.800000000000000044e+00, 1.904044169930654951e+00
1.056244696853808965e-02, 1.600000000000000311e-01, -1.514783472241780157e-02, 1.800000000000000044e+00, 1.958266880232111484e+00
0.000000000000000000e+00, 1.600000000000000311e-01, 0.000000000000000000e+00, 1.800000000000000044e+00, 2.000000000000000000e+00
1.056244696853785893e-02, 1.600000000000000311e-01, 1.514783472241765759e-02, 1.800000000000000044e+00, 2.041733119767888294e+00
3.561855354324150458e-02, 1.600000000000000311e-01, 2.657916596921670177e-02, 1.800000000000000044e+00, 2.095955830069344827e+00
7.331404384486028825e-02, 1.600000000000000311e-01, 3.606337570149598798e-02, 1.800000000000000044e+00, 2.172260364380927733e+00
1.258827104082258230e-01, 1.600000000000000311e-01, 4.389288853528372503e-02, 1.800000000000000044e+00, 2.276535875536843889e+00
1.954641620118393597e-01, 1.600000000000000311e-01, 4.947654628674222343e-02, 1.800000000000000044e+00, 2.413466350417201589e+00
2.824535758822552811e-01, 1.600000000000000311e-01, 5.195282232395209698e-02, 1.800000000000000044e+00, 2.584161237591246607e+00
3.841615396377631164e-01, 1.600000000000000311e-01, 5.075625670121573785e-02, 1.800000000000000044e+00, 2.783663390284290440e+00
4.943624485757224241e-01, 1.600000000000000311e-01, 4.608218750987023993e-02, 1.800000000000000044e+00, 3.000000000000000000e+00
6.044317636648173231e-01, 1.600000000000000311e-01, 3.894307094809366931e-02, 1.800000000000000044e+00, 3.216336609715709116e+00
7.058174129759052784e-01, 1.600000000000000311e-01, 3.073444865714493324e-02, 1.800000000000000044e+00, 3.415838762408752949e+00
7.924755134926773081e-01, 1.600000000000000311e-01, 2.270096233862475138e-02, 1.800000000000000044e+00, 3.586533649582798411e+00
8.619326665104417584e-01, 1.600000000000000311e-01, 1.564692606803869471e-02, 1.800000000000000044e+00, 3.723464124463156111e+00
9.147882930269617408e-01, 1.600000000000000311e-01, 9.919242065752518003e-03, 1.800000000000000044e+00, 3.827739635619072267e+00
9.534435145196598071e-01, 1.600000000000000311e-01, 5.527669618199031708e-03, 1.800000000000000044e+00, 3.904044169930655173e+00
9.808998278882022914e-01, 1.600000000000000311e-01, 2.299999484773471853e-03, 1.800000000000000044e+00, 3.958266880232111262e+00
1.000000000000000000e+00, 1.600000000000000311e-01, 0.000000000000000000e+00, 1.800000000000000044e+00, 4.000000000000000000e+00
1.000000000000000000e+00, 2.000000000000000111e-01, 0.000000000000000000e+00, 2.000000000000000000e+00, 0.000000000000000000e+00
9.809080855473650828e-01, 2.000000000000000111e-01, -2.210445757515475378e-03, 2.000000000000000000e+00, 4.173311976788848798e-02
9.534643842114780554e-01, 2.000000000000000111e-01, -5.312383670553370157e-03, 2.000000000000000000e+00, 9.595583006934514658e-02
9.148283239168517600e-01, 2.000000000000000111e-01, -9.532786862301185007e-03, 2.000000000000000000e+00, 1.722603643809275942e-01
8.620013524713342479e-01, 2.000000000000000111e-01, -1.503708980268753798e-02, 2.000000000000000000e+00, 2.765358755368440558e-01
7.925858208427976059e-01, 2.000000000000000111e-01, -2.181589716952839209e-02, 2.000000000000000000e+00, 4.134663504172013671e-01
7.059856488762890070e-01, 2.000000000000000111e-01, -2.953614105064410189e-02, 2.000000000000000000e+00, 5.841612375912467181e-01
6.046761032698387828e-01, 2.000000000000000111e-01, -3.742528784722433388e-02, 2.000000000000000000e+00, 7.836633902842906618e-01
4.946999091699305073e-01, 2.000000000000000111e-01, -4.428927467128306733e-02, 2.000000000000000000e+00, 1.000000000000000000e+00
3.846029514351346767e-01, 2.000000000000000111e-01, -4.879028410836692975e-02, 2.000000000000000000e+00, 1.216336609715709338e+00
2.829973502978518907e-01, 2.000000000000000111e-01, -4.995905094963734583e-02, 2.000000000000000000e+00, 1.415838762408753171e+00
1.960915988294172352e-01, 2.000000000000000111e-01, -4.761113444023119118e-02, 2.000000000000000000e+00, 1.586533649582798633e+00
1.265578365133732675e-01, 2.000000000000000111e-01, -4.228953659664929504e-02, 2.000000000000000000e+00, 1.723464124463156111e+00
7.398463263440227533e-02, 2.000000000000000111e-01, -3.482266371099701496e-02, 2.000000000000000000e+00, 1.827739635619072267e+00
3.620890015917450910e-02, 1.999999999999999556e-01, -2.577703509062206216e-02, 2.000000000000000000e+00, 1.904044169930654951e+00
1.092669199749250752e-02, 2.000000000000000111e-01, -1.484955031419479994e-02, 2.000000000000000000e+00, 1.958266880232111484e+00
0.000000000000000000e+00, 2.000000000000000111e-01, 0.000000000000000000e+00, 2.000000000000000000e+00, 2.000000000000000000e+00
1.092669199749220568e-02, 2.000000000000000111e-01, 1.484955031419460739e-02, 2.000000000000000000e+00, 2.041733119767888294e+00
3.620890015917441890e-02, 2.000000000000000111e-01, 2.577703509062204135e-02, 2.000000000000000000e+00, 2.095955830069344827e+00
7.398463263440216431e-02, 2.000000000000000111e-01, 3.482266371099700109e-02, 2.000000000000000000e+00, 2.172260364380927733e+00
1.265578365133734340e-01, 2.000000000000000111e-01, 4.228953659664930892e-02, 2.000000000000000000e+00, 2.276535875536843889e+00
1.960915988294173462e-01, 2.000000000000000111e-01, 4.761113444023119118e-02, 2.000000000000000000e+00, 2.413466350417201589e+00
2.829973502978518352e-01, 2.000000000000000111e-01, 4.995905094963733195e-02, 2.000000000000000000e+00, 2.584161237591246607e+00
3.846029514351344547e-01, 2.000000000000000111e-01, 4.879028410836692975e-02, 2.000000000000000000e+00, 2.783663390284290440e+00
4.946999091699301743e-01, 2.000000000000000111e-01, 4.428927467128308121e-02, 2.000000000000000000e+00, 3.000000000000000000e+00
6.046761032698382277e-01, 2.000000000000000111e-01, 3.742528784722438939e-02, 2.000000000000000000e+00, 3.216336609715709116e+00
7.059856488762883409e-01, 2.000000000000000111e-01, 2.953614105064416434e-02, 2.000000000000000000e+00, 3.415838762408752949e+00
7.925858208427971618e-01, 2.000000000000000111e-01, 2.181589716952846494e-02, 2.000000000000000000e+00, 3.586533649582798411e+00
8.620013524713335817e-01, 2.000000000000000111e-01, 1.503708980268760043e-02, 2.000000000000000000e+00, 3.723464124463156111e+00
9.148283239168517600e-01, 2.000000000000000111e-01, 9.532786862301041025e-03, 2.000000000000000000e+00, 3.827739635619072267e+00
9.534643842114794987e-01, 2.000000000000000111e-01, 5.312383670552955559e-03, 2.000000000000000000e+00, 3.904044169930655173e+00
9.809080855473660820e-01, 2.000000000000000111e-01, 2.210445757515183511e-03, 2.000000000000000000e+00, 3.958266880232111262e+00
1.000000000000000000e+00, 2.000000000000000111e-01, 0.000000000000000000e+00, 2.000000000000000000e+00, 4.000000000000000000e+00
1.000000000000000000e+00, 2.400000000000000466e-01, 0.000000000000000000e+00, 2.200000000000000178e+00, 0.000000000000000000e+00
9.809080855473650828e-01, 2.400000000000000466e-01, -2.210445757515475378e-03, 2.200000000000000178e+00, 4.173311976788848798e-02
9.534643842114780554e-01, 2.400000000000000466e-01, -5.312383670553370157e-03, 2.200000000000000178e+00, 9.595583006934514658e-02
9.148283239168517600e-01, 2.400000000000000466e-01, -9.532786862301185007e-03, 2.200000000000000178e+00, 1.722603643809275942e-01
8.620013524713342479e-01, 2.400000000000000466e-01, -1.503708980268753798e-02, 2.200000000000000178e+00, 2.765358755368440558e-01
7.925858208427976059e-01, 2.400000000000000466e-01, -2.181589716952839209e-02, 2.200000000000000178e+00, 4.134663504172013671e-01
7.059856488762890070e-01, 2.400000000000000466e-01, -2.953614105064410189e-02, 2.200000000000000178e+00, 5.841612375912467181e-01
